Electoral Division,CENTROID_X,CENTROID_Y,Population
95LL16S1 - Kernan_1,704175,854794,2791
95LL16S2 - Kernan_2,702861,857040,3316
95LL17W1 - Killycomain,702589,854459,2539
95LL18S1 - Knocknashane_1,708640,857116,1974
95LL18S2 - Knocknashane_2,709377,856867,1377
95LL19S1 - Magheralin_1,710476,857824,2283
95LL19S2 - Magheralin_2,712065,858996,2865
95LL20W1 - Mourneview,707710,857122,2401
95LL21W1 - Parklake,709020,858717,3983
95LL22W1 - Taghnevan,706389,857475,3728
95LL23W1 - Tavanagh,700506,853319,2157
95LL24S1 - The Birches_1,697417,858095,2027
95LL24S2 - The Birches_2,694127,862007,1742
95LL25S1 - Waringstown_1,709368,855160,2583
95LL25S2 - Waringstown_2,710695,855238,1953
95LL26S1 - Woodville_1,707932,859094,1519
95LL26S2 - Woodville_2,707502,859773,2179
95MM01S1 - Altnagelvin_1,645935,914729,1471
95MM01S2 - Altnagelvin_2,645744,915729,1777
95MM01S3 - Altnagelvin_3,646899,914891,1614
95MM02S1 - Ballynashallog_1,644682,919482,1559
95MM02S2 - Ballynashallog_2,645272,920534,1685
95MM03W1 - Banagher,656397,903472,3508
95MM04W1 - Beechwood,642455,917070,2151
95MM05W1 - Brandywell,642617,916104,2495
95MM06S1 - Carn Hill_1,642916,919647,1376
95MM06S2 - Carn Hill_2,643605,919893,1227
95MM07W1 - Caw,645312,917630,2601
95MM08S1 - Clondermot_1,644368,915574,1291
95MM08S2 - Clondermot_2,645058,915220,1656
95MM09S1 - Claudy_1,653161,907938,1588
95MM09S2 - Claudy_2,653592,912558,1974
95MM10S1 - Creggan Central_1,641561,916707,1456
95MM10S2 - Creggan Central_2,641841,917181,1294
95MM11W1 - Creggan South,641776,916169,2277
95MM12S1 - Crevagh_1,639873,916133,2022
95MM12S2 - Crevagh_2,641431,919224,1298
95MM12S3 - Crevagh_3,641426,918577,2538
95MM13S1 - Culmore_1,647115,923401,1205
95MM13S2 - Culmore_2,643560,920561,1236
95MM13S3 - Culmore_3,643971,920868,1569
95MM13S4 - Culmore_4,644645,921938,2553
95MM13S5 - Culmore_5,646190,922041,2309
95MM14S1 - Ebrington_1,644193,917338,833
95MM14S2 - Ebrington_2,644294,916616,1736
95MM15S1 - Eglinton_1,651577,921515,1753
95MM15S2 - Eglinton_2,653494,918882,2648
95MM16S1 - Enagh_1_Derry,647445,921122,2407
95MM16S2 - Enagh_2_Derry,648211,917810,3338
95MM17S1 - Foyle Springs_1,642178,918498,1962
95MM17S2 - Foyle Springs_2,642518,918094,1787
95MM18S1 - Holly Mount_1,644956,910981,2241
95MM18S2 - Holly Mount_2,644223,912780,2939
95MM19S1 - Kilfennan_1,645765,916551,1558
95MM19S2 - Kilfennan_2,645952,917090,1486
95MM20S1 - Lisnagelvin_1,645172,916880,1614
95MM20S2 - Lisnagelvin_2,645103,916304,1752
95MM21S1 - New Buildings_1,640923,912469,1644
95MM21S2 - New Buildings_2,642038,913674,1762
95MM22S1 - Pennyburn_1,643416,918742,1239
95MM22S2 - Pennyburn_2,644359,918831,1253
95MM23W1 - Rosemount,642785,917656,2521
95MM24W1 - Shantallow East,644053,920167,2503
95MM25S1 - Shantallow West_1,643123,920165,1289
95MM25S2 - Shantallow West_2,642804,920414,1458
95MM25S3 - Shantallow West_3,642110,921613,1559
95MM25S4 - Shantallow West_4,642215,920438,2057
95MM26S1 - Springtown_1,641890,919251,1745
95MM26S2 - Springtown_2,642295,919362,1386
95MM27S1 - Strand_1_Derry,643328,917317,2002
95MM27S2 - Strand_2_Derry,643539,918142,1831
95MM28W1 - The Diamond,643302,916217,2351
95MM29W1 - Victoria_Derry,643828,915797,3410
95MM30W1 - Westland,642661,916742,2083
95NN01S1 - Ardglass_1,755034,837097,1492
95NN01S2 - Ardglass_2,755398,841072,1686
95NN02W1 - Audley's Acre,749864,844959,2211
95NN03S1 - Ballymaglave_1,736203,852413,1319
95NN03S2 - Ballymaglave_2,734885,853551,1577
95NN04W1 - Ballymote,749829,843475,2934
95NN05W1 - Ballynahinch East,737121,852796,2497
95NN06S1 - Castlewellan_1,733968,835922,1095
95NN06S2 - Castlewellan_2,733795,840118,2447
95NN07S1 - Cathedral_1,748513,843203,1687
95NN07S2 - Cathedral_2,747975,843132,1571
95NN08S1 - Crossgar_1,748882,851295,1501
95NN08S2 - Crossgar_2,746462,848860,1768
95NN09S1 - Derryboy_1,745841,857337,1695
95NN09S2 - Derryboy_2,750137,855635,1326
95NN10S1 - Donard_1,736377,829305,1507
95NN10S2 - Donard_2,736931,831154,1686
95NN11S1 - Drumaness_1,739845,847693,1784
95NN11S2 - Drumaness_2,741583,849188,2092
95NN12W1 - Dundrum,737971,837657,2851
95NN13W1 - Dunmore,735519,847364,3058
95NN14S1 - Killough_1,751465,838650,1781
95NN14S2 - Killough_2,746078,837185,1778
95NN15W1 - Killyleagh,751832,852471,2994
95NN16S1 - Kilmore_1,737938,856151,1601
95NN16S2 - Kilmore_2,742595,854088,1693
95NN17W1 - Murlough,738472,834033,2256
95NN18S1 - Quoile_1,747593,846178,1179
95NN18S2 - Quoile_2,749562,846998,1523
95NN19S1 - Saintfield_1,740451,858634,1695
95NN19S2 - Saintfield_2,740069,860421,1686
95NN20W1 - Seaforde,742213,842490,3001
95NN21W1 - Shimna,737061,831943,2687
95NN22W1 - Strangford,755430,846482,2686
95NN23S1 - Tollymore_1,730106,831838,1566
95NN23S2 - Tollymore_2,735008,833114,1821
95OO01W1 - Altmore,670911,866679,2592
95OO02W1 - Augher,659226,856506,2166
95OO03W1 - Aughnacloy,668743,853925,2651
95OO04W1 - Ballygawley,665967,860563,2515
95OO05W1 - Ballysaggart,678781,862001,2730
95OO06W1 - Benburb,680934,855721,2860
95OO07W1 - Caledon,675000,851206,2510
95OO08W1 - Castlecaulfield,674052,861138,2713
95OO09W1 - Clogher,653755,850826,2252
95OO10W1 - Coalisland North,685441,867812,3530
95OO11W1 - Coalisland South,684098,865137,2485
95OO12W1 - Coalisland West and Newmills,682434,866647,2803
95OO13W1 - Coolhill,681397,861683,2716
95OO14W1 - Donaghmore,678390,867554,2588
95OO15W1 - Drumglass,680300,864774,2357
95OO16W1 - Fivemiletown,646924,849871,2114
95OO17W1 - Killyman,688356,861116,2724
95OO18W1 - Killymeal,681609,863037,2891
95OO19W1 - Moy,685112,858772,3009
95OO20W1 - Moygashel,680464,860300,2189
95OO21W1 - Mullaghmore,678810,863917,2351
95OO22W1 - Washing Bay,689592,865964,3106
95PP01W1 - Ballinamallard,627186,851755,2586
95PP02W1 - Belcoo and Garrison,600246,851456,2541
95PP03W1 - Belleek and Boa,609458,864695,2540
95PP04W1 - Boho Cleenish and Letterbreen,615135,842233,3185
95PP05W1 - Brookeborough,643385,843156,2367
95PP06S1 - Castlecoole_1,625382,845235,1992
95PP06S2 - Castlecoole_2,625559,843866,1884
95PP07W1 - Derrygonnelly,611978,851796,2812
95PP08W1 - Derrylin,629620,825571,2678
95PP09W1 - Devenish,622668,846109,1707
95PP10W1 - Donagh,639000,832591,2387
95PP11W1 - Erne,624004,846493,2627
95PP12W1 - Florence Court and Kinawley,617482,832927,2630
95PP13W1 - Irvinestown,624919,858404,2588
95PP14S1 - Kesh Ederney and Lack_1,625515,864988,1555
95PP14S2 - Kesh Ederney and Lack_2,618202,862312,2097
95PP15W1 - Lisbellaw,628305,841948,3190
95PP16W1 - Lisnarrick,620932,854680,1908
95PP17W1 - Lisnaskea,635916,834102,2580
95PP18W1 - Maguires Bridge,632199,837166,3131
95PP19W1 - Newtownbutler,642632,824692,2502
95PP20W1 - Portora,622448,844726,3117
95PP21W1 - Rosslea,649543,833668,2167
95PP22W1 - Rossorry,621786,843602,2444
95PP23W1 - Tempo,635209,849306,2590
95QQ01W1 - Antiville,739035,902704,1483
95QQ02W1 - Ballycarry,742708,896042,2582
95QQ03W1 - Ballyloran,738513,903445,1096
95QQ04W1 - Blackcave,740120,904260,1635
95QQ05W1 - Carncastle,737686,906102,2875
95QQ06W1 - Carnlough,726694,917825,2041
95QQ07W1 - Central_Larne,739959,902318,1817
95QQ08W1 - Craigy Hill,738845,903501,1455
95QQ09W1 - Gardenmore,739524,903487,1916
95QQ10W1 - Glenarm,731314,908371,1851
95QQ11W1 - Glynn,737930,897831,2027
95QQ12W1 - Harbour,740930,902611,1811
95QQ13W1 - Island Magee,745924,899180,2568
95QQ14S1 - Kilwaughter_1,737871,902448,3660
95QQ14S2 - Kilwaughter_2,732442,898519,1770
95QQ15W1 - Town Parks,740140,903265,1593
95RR01S1 - Aghanloo_1,669163,921691,2491
95RR01S2 - Aghanloo_2,671892,925298,1876
95RR02W1 - Ballykelly,664469,922496,1753
95RR03W1 - Coolessan,667147,921945,1422
95RR04W1 - Dungiven,669119,909548,2022
95RR05S1 - Enagh_1_Limavady,668196,921874,1275
95RR05S2 - Enagh_2_Limavady,668026,922341,1212
95RR06W1 - Feeny,664684,904877,2206
95RR07W1 - Forest,672129,918126,2449
95RR08W1 - Glack,660981,917888,2106
95RR09S1 - Gresteel_1,656550,920690,2146
95RR09S2 - Gresteel_2,661175,922230,1525
95RR10W1 - Greystone_Limavady,667564,922167,1338
95RR11W1 - Magilligan,667773,931502,2407
95RR12W1 - Rathbrady,667904,922999,1452
95RR13W1 - Roeside,667203,923334,1429
95RR14W1 - The Highlands,666135,913797,1969
95RR15W1 - Upper Glenshane,673433,907786,2458
95SS01S1 - Ballinderry_1,718396,866697,2263
95SS01S2 - Ballinderry_2,713450,866613,2865
95SS02S1 - Ballymacash_1,725153,865580,2233
95SS02S2 - Ballymacash_2,725615,866705,2054
95SS03S1 - Ballymacbrennan_1,730230,857582,1580
95SS03S2 - Ballymacbrennan_2,733421,860468,1792
95SS04S1 - Ballymacoss_1,724305,865196,2325
95SS04S2 - Ballymacoss_2,724526,865972,1885
95SS04S3 - Ballymacoss_3,724098,868062,3362
95SS05S1 - Blaris_1,727212,863666,1572
95SS05S2 - Blaris_2,726167,862457,1803
95SS06S1 - Collin Glen_1,726146,871925,1565
95SS06S2 - Collin Glen_2,727235,869361,2365
95SS06S3 - Collin Glen_3,727646,869825,1969
95SS07S1 - Derryaghy_1,726285,868919,3775
95SS07S2 - Derryaghy_2,727232,868884,1697
95SS07S3 - Derryaghy_3,727508,867745,3992
95SS08S1 - Dromara_1,729770,854932,1974
95SS08S2 - Dromara_2,729325,852037,2724
95SS09S1 - Drumbo_1,731365,866617,1697
95SS09S2 - Drumbo_2,733395,864629,1667
95SS10S1 - Dunmurry_1,728920,868885,2199
95SS10S2 - Dunmurry_2,729238,869583,2180
95SS11S1 - Glenavy_1,714363,872247,2946
95SS11S2 - Glenavy_2,720864,872157,2751
95SS12W1 - Harmony Hill,727308,865825,3054
95SS13S1 - Hilden_1,726893,864351,1528
95SS13S2 - Hilden_2,727666,864875,1376
95SS14S1 - Hillhall_1,727517,864145,1420
95SS14S2 - Hillhall_2,729423,864287,1485
95SS15S1 - Hillsborough_1,724869,859066,1793
95SS15S2 - Hillsborough_2,723980,857134,1965
95SS16S1 - Kilwee_1,728466,869814,1476
95SS16S2 - Kilwee_2,728098,869468,1688
95SS17S1 - Knockmore_1,723497,863992,2749
95SS17S2 - Knockmore_2,724826,864794,1549
95SS18S1 - Lagan Valley_1,725908,863058,1415
95SS18S2 - Lagan Valley_2,726273,863654,1638
95SS19S1 - Lambeg_1,728318,865984,1305
95SS19S2 - Lambeg_2,729092,867087,1432
95SS20W1 - Lisnagarvey,725617,864893,2605
95SS21S1 - Maghaberry_1,719365,863443,2332
95SS21S2 - Maghaberry_2,718598,859699,2384
95SS22S1 - Magheralave_1,727030,866439,1603
95SS22S2 - Magheralave_2,726450,866928,1687
95SS23S1 - Maze_1,722484,860721,2158
95SS23S2 - Maze_2,724162,861552,1658
95SS24S1 - Moira_1,715384,859621,2822
95SS24S2 - Moira_2,714455,860292,2317
95SS25W1 - Old Warren,725196,863739,2589
95SS26S1 - Poleglass_1,727645,870610,1986
95SS26S2 - Poleglass_2,728119,870603,1795
95SS27W1 - Seymour Hill,729155,868134,2502
95SS28W1 - Tonagh,725775,864142,2594
95SS29S1 - Twinbrook_1,728036,868778,1261
95SS29S2 - Twinbrook_2,727713,868688,1386
95SS30S1 - Wallace Park_1,726086,865287,1095
95SS30S2 - Wallace Park_2,726542,865415,2283
95TT01W1 - Ballymaguigan,694739,889729,2748
95TT02W1 - Bellaghy,696414,898206,2685
95TT03S1 - Castledawson_1,692660,892186,1586
95TT03S2 - Castledawson_2,694193,893464,1743
95TT04W1 - Draperstown,672953,890817,2984
95TT05S1 - Glebe_1_Magherafelt,689230,891020,1799
95TT05S2 - Glebe_2_Magherafelt,690205,890423,1280
95TT06W1 - Gulladuff,690297,900458,2723
95TT07W1 - Knockcloghrim,690115,895042,2747
95TT08W1 - Lecumpher,685225,888373,2724
95TT09S1 - Lower Glenshane_1,674109,896936,1438
95TT09S2 - Lower Glenshane_2,680177,899963,1479
95TT10W1 - Maghera,685287,900390,2852
95TT11S1 - Swatragh_1,683697,902832,1699
95TT11S2 - Swatragh_2,683478,907143,1592
95TT12W1 - Tobermore,682339,894504,2641
95TT13S1 - Town Parks East_1,689313,889557,1520
95TT13S2 - Town Parks East_2,689876,889934,1398
95TT14W1 - Town Parks West,688567,890268,2211
95TT15W1 - Upperlands,689960,905921,2498
95TT16W1 - Valley,694719,906153,2691
95UU06W1 - Dalriada,711285,941505,1452
95UU09W1 - Glenariff,722477,921778,1690
95UU14W1 - Knocklayd,710305,940120,1732
95UU99C1 - Armoy_&_Moss-side and Moyarget,706676,935383,2045
95UU99C2 - Ballylough_&_Bushmills,695045,938917,1781
95UU99C3 - Bonamargy and Rathlin_&_Glenshesk,716537,938516,1872
95UU99C4 - Carnmoon_&_Dunseverick,699025,940079,1806
95UU99C5 - Glenaan_&_Glendun,719733,928919,2421
95UU99C6 - Glentaisie_&_Kinbane,706382,941766,2251
95VV01S1 - Annalong_1,736143,824071,1656
95VV01S2 - Annalong_2,737245,820109,1555
95VV02W1 - Ballybot,707490,827616,2192
95VV03W1 - Bessbrook,704761,829345,2579
95VV04W1 - Binnian,731986,822049,3138
95VV05S1 - Burren and Kilbroney_1,717240,821730,1964
95VV05S2 - Burren and Kilbroney_2,712168,822036,2542
95VV06W1 - Camlough,702384,824894,3482
95VV07S1 - Clonallan_1,713575,818849,2052
95VV07S2 - Clonallan_2,713895,819425,2341
95VV08W1 - Creggan,692393,817526,3088
95VV09W1 - Crossmaglen,689914,813765,2665
95VV10S1 - Daisy hill_1,707400,826122,1580
95VV10S2 - Daisy hill_2,707810,826603,1575
95VV11S1 - Derryleckagh_1,711201,825312,2046
95VV11S2 - Derryleckagh_2,710834,827881,2412
95VV12S1 - Derrymore_1,706070,826295,1652
95VV12S2 - Derrymore_2,705878,828018,1543
95VV13S1 - Donaghmore_1,712927,832694,2057
95VV13S2 - Donaghmore_2,708881,832664,1416
95VV14S1 - Drumalane_1,708287,824750,1966
95VV14S2 - Drumalane_2,707786,825392,1386
95VV15S1 - Drumgullion_1,708343,827410,1419
95VV15S2 - Drumgullion_2,707731,828395,1679
95VV16W1 - Fathom,708429,821268,3110
95VV17S1 - Forkhill_1,703928,818825,2205
95VV17S2 - Forkhill_2,703306,815587,2151
95VV18S1 - Kilkeel Central_1,731392,814657,1862
95VV18S2 - Kilkeel Central_2,730002,815814,1825
95VV19S1 - Kilkeel South_1,729862,812991,1302
95VV19S2 - Kilkeel South_2,729311,814264,1681
95VV20W1 - Lisnacree,726372,818097,2990
95VV21S1 - Mayobridge_1,716081,830727,2302
95VV21S2 - Mayobridge_2,717107,827498,1735
95VV22W1 - Newtownhamilton,694019,826990,2836
95VV23W1 - Rostrevor,720837,818246,2893
95VV24S1 - Seaview_1,715113,818660,1532
95VV24S2 - Seaview_2,714626,818630,1535
95VV25S1 - Silver Bridge_1,696885,817782,1845
95VV25S2 - Silver Bridge_2,699183,821505,1925
95VV26W1 - Spelga,723583,828804,3583
95VV27W1 - St Mary's,709231,825197,2284
95VV28S1 - St Patrick's_1,709381,826927,2210
95VV28S2 - St Patrick's_2,709221,826194,1320
95VV29W1 - Tullyhappy,702845,832291,3366
95VV30S1 - Windsor Hill_1,709308,827485,1614
95VV30S2 - Windsor Hill_2,708464,828246,1389
95WW01S1 - Abbey_1,735067,881256,1441
95WW01S2 - Abbey_2,734895,882466,1373
95WW02S1 - Ballyclare North_1,727618,891100,1786
95WW02S2 - Ballyclare North_2,728264,892003,2065
95WW03S1 - Ballyclare South_1,728697,890994,1627
95WW03S2 - Ballyclare South_2,729206,891708,2011
95WW04S1 - Ballyduff_1,732952,884070,1611
95WW04S2 - Ballyduff_2,732470,884118,1255
95WW05S1 - Ballyhenry_1,730763,883011,1517
95WW05S2 - Ballyhenry_2,731290,882997,1255
95WW06S1 - Ballynure_1,733440,889312,1525
95WW06S2 - Ballynure_2,730049,892983,1622
95WW07S1 - Ballyrobert_1,728979,887591,1809
95WW07S2 - Ballyrobert_2,728947,890193,2446
95WW08S1 - Burnthill_1,731599,883342,1219
95WW08S2 - Burnthill_2,731727,883587,1340
95WW09S1 - Carnmoney_1,731624,884034,1276
95WW09S2 - Carnmoney_2,732231,883754,1258
95WW10S1 - Cloughfern_1,733414,883070,1718
95WW10S2 - Cloughfern_2,734431,882978,1228
95WW11S1 - Collinbridge_1,731157,880662,1697
95WW11S2 - Collinbridge_2,731924,881747,1381
95WW12W1 - Coole,734383,882135,2409
95WW13S1 - Doagh_1,725694,889963,1840
95WW13S2 - Doagh_2,725726,893780,1834
95WW14W1 - Dunanney,733665,881761,2262
95WW15S1 - Glebe_1_Newtownabbey,732588,882098,1661
95WW15S2 - Glebe_2_Newtownabbey,732256,882854,1655
95WW16S1 - Glengormley_1,731985,882380,1668
95WW16S2 - Glengormley_2,731701,882969,1297
95WW17W1 - Hawthorne,733283,884524,2266
95WW18W1 - Hightown,731231,882374,2237
95WW19S1 - Jordanstown_1,734269,884701,1872
95WW19S2 - Jordanstown_2,735041,884869,2047
95WW19S3 - Jordanstown_3,735591,884438,2306
95WW20S1 - Mallusk_1,727067,883359,1827
95WW20S2 - Mallusk_2,729584,883646,4574
95WW20S3 - Mallusk_3,730561,883547,1937
95WW21S1 - Monkstown_1,734467,883931,1517
95WW21S2 - Monkstown_2,735045,883506,2026
95WW22S1 - Mossley_1,732322,884695,1414
95WW22S2 - Mossley_2,731437,884760,1571
95WW23S1 - Rostulla_1,735655,883229,2250
95WW23S2 - Rostulla_2,736301,883994,2644
95WW24S1 - Valley_1,734218,880458,1568
95WW24S2 - Valley_2,733448,881184,1926
95WW25W1 - Whitehouse,734628,881315,2071
95XX01S1 - Ballycrochan_1,753268,880003,1730
95XX01S2 - Ballycrochan_2,752615,879737,1930
95XX01S3 - Ballycrochan_3,752174,879831,1634
95XX02W1 - Ballyholme,751713,882181,2652
95XX03S1 - Ballymaconnell_1,753140,881288,1246
95XX03S2 - Ballymaconnell_2,753767,881065,1475
95XX04S1 - Ballymagee_1,752265,880658,1748
95XX04S2 - Ballymagee_2,752558,880427,1934
95XX05W1 - Bangor Castle,750827,880927,2627
95XX06S1 - Bloomfield_1_NorthDown,751244,880025,1724
95XX06S2 - Bloomfield_2_NorthDown,751593,879494,2054
95XX07S1 - Broadway_1,752125,881184,1420
95XX07S2 - Broadway_2,751454,881461,1425
95XX08S1 - Bryansburn_1,749556,881360,1323
95XX08S2 - Bryansburn_2,748773,881233,1267
95XX09S1 - Churchill_1,752629,881503,1369
95XX09S2 - Churchill_2,752495,882022,1448
95XX10S1 - Clandeboye_1,748002,878883,1777
95XX10S2 - Clandeboye_2,749489,879575,1862
95XX10S3 - Clandeboye_3,749035,880186,1255
95XX11S1 - Conlig_1,750268,877818,2449
95XX11S2 - Conlig_2,751771,878945,2269
95XX11S3 - Conlig_3,751199,879186,1545
95XX12W1 - Craigavad,744409,879315,2540
95XX13W1 - Crawfordsburn,746322,881455,2770
95XX14W1 - Cultra,741922,879141,2477
95XX15W1 - Dufferin,748192,880439,2449
95XX16W1 - Groomsport,754445,882480,3005
95XX17S1 - Harbour_1,750344,881785,1495
95XX17S2 - Harbour_2,750861,882221,1527
95XX18W1 - Holywood Demesne,739628,878457,3012
95XX19W1 - Holywood Priory,741048,877794,2675
95XX20S1 - Loughview_1,739687,876984,1981
95XX20S2 - Loughview_2,739091,877817,1453
95XX21W1 - Princetown,749040,881971,2846
95XX22W1 - Rathgael,749714,880462,2215
95XX23W1 - Silverstream,749229,880825,3155
95XX24S1 - Springhill_1,747642,881137,1336
95XX24S2 - Springhill_2,748250,881234,1369
95XX25W1 - Whitehill,750150,880470,2469
95YY01W1 - Beragh,650617,868479,2508
95YY02W1 - Camowen,646699,873037,2283
95YY03W1 - Clanabogan,640953,865620,3177
95YY04W1 - Coolnagard,644560,871487,3489
95YY05W1 - Dergmoney,645491,871820,1675
95YY06W1 - Dromore,632661,862279,2394
95YY07W1 - Drumnakilly,653511,875258,2916
95YY08W1 - Drumquin,629565,871686,2231
95YY09W1 - Drumragh,646912,871716,2315
95YY10W1 - Fairy Water,639440,875688,2142
95YY11W1 - Fintona,643473,858593,2046
95YY12W1 - Gortin,646449,882224,2836
95YY13S1 - Gortrush_1,643684,871864,1488
95YY13S2 - Gortrush_2,643513,873057,1345
95YY14S1 - Killyclogher_1,646358,873841,1532
95YY14S2 - Killyclogher_2,647595,874054,1564
95YY15S1 - Lisanelly_1,645325,873247,364
95YY15S2 - Lisanelly_2,644862,873943,1669
95YY16W1 - Newtownsaville,650608,861201,2392
95YY17W1 - Owenkillew,658151,885199,2350
95YY18W1 - Sixmilecross,659106,866421,2374
95YY19W1 - Strule,643925,873731,1496
95YY20W1 - Termon,663000,874376,2330
95YY21W1 - Trillick,633949,856515,2440
95ZZ01W1 - Artigarvan,639347,899492,2760
95ZZ02W1 - Ballycolman,634514,896876,1827
95ZZ03W1 - Castlederg,626326,885848,2109
95ZZ04W1 - Clare,627107,880268,2670
95ZZ05W1 - Dunnamanagh,648847,899782,2187
95ZZ06W1 - East,635051,897069,1714
95ZZ07W1 - Finn,630101,890699,2807
95ZZ08W1 - Glenderg,615750,881741,2593
95ZZ09W1 - Newtownstewart,636473,882552,2269
95ZZ10W1 - North,634849,898777,3179
95ZZ11W1 - Plumbridge,653113,892623,2223
95ZZ12W1 - Sion Mills,633493,892769,2190
95ZZ13W1 - Slievekirk,640784,906425,2533
95ZZ14S1 - South_1,633656,896048,1876
95ZZ14S2 - South_2,634262,896170,1356
95ZZ15W1 - Victoria Bridge,636633,891443,2288
95ZZ16S1 - West_1,633288,897143,1911
95ZZ16S2 - West_2,633826,897521,1351
